Sex,role,dataset,acton,About
Male,b,BCG,Pass,I think it's quite hard to understand and requires a lot of brain power. You have to think of all the outcomes for if you are assigned A and the decisions you make will change if you are B. I donât have a clue what it is trying to capture unfortunately sorry. 
Female,b,BCG,Hold,"It's similar to when you receive a payment and have to use that money to buy a gift for a friend. In both situations, you need to make decisions about how to use your resources to maximize the benefit or satisfaction for both parties involved."
Female,b,BCG,Pass,"The human mind has to comprehend and make many many decisions in a single day. This reminds one to not overthink, go with your gut feeling and choose what will bring about goodness."
Male,a,BCG,Pass,"I believe this interaction is an exercise in collaboration, which often occurs in negotiations. Ideally, both participants should collaborate to ensure that everyone receives benefits. Cooperation and working together can lead to more favorable outcomes for all parties involved."
Male,a,BCG,Pass,I think that it is a good way to think in the future of my investments and another things related to money
Male,b,BCG,Pass,This interaction reminds me of a negotiation in wich i don't know what the other part will do or what should be my next step
Female,a,BCG,Pass,"Sometimes there are opportunities that could help not only yourself, but also a friend or stranger. It is easy to want all the benefit for yourself, but better to share"
Female,b,BCG,Hold,How we make decisions. Based on situations given we need t decide what is best for us 
Male,a,BCG,Hold,I think this game is when you are sat at home overthinking and trying to guess what others are going to do 
Male,a,BCG,Pass,"Honestly, it doesn't remind me of anything in my daily life. It reminds me of gambling games, but not of my daily life."
Female,b,BCG,Pass,This interaction reminds of saving money. I think it is trying to capture the act of saving money in a bank account...
Female,a,BCG,Pass,It reminds me we have to have faith in things and trust everything will workout for us
Female,a,BCG,Hold,It's important that you hold and trying to think a bit about your problems and how you can try to fix them before you can rush to conclusions or doing stupid things that may affect you afterwards.
Female,b,BCG,Hold,It seemed to me that this game is similar to gambling or trading relations between people.  The goal here is to earn more winnings than your partner.
Male,b,BCG,Hold,"It doesn't remind me of a daily life situation. I think it is trying to capture human's limit to trust, as you very often give something of yours on stakes of another person and the pay-off depends solely on their decision. This mistrust makes you earn more, as you choose safer option rather than riskier, more profitable one"
